Policy_ID,User_ID,Created_At,Effective_Date,Canceled_Date,Renewal_Date,Annual_Premium,Tier,Base_Deductible,State,Personal_Property_Limit,Personal_Liability_Limit,Type
LP96974474,LU74939514,2023-12-14,2023-12-27,,2024-12-14,327,2,500,NH,"20,000","250,000",renters
LP80604294,LU43076793,2024-03-07,2024-03-11,,2025-03-07,245,2,1000,IN,"30,000","250,000",car
LP66777295,LU11078145,2024-06-22,2024-07-05,,2025-06-22,101,3,1000,CT,"40,000","250,000",pet
LP21406252,LU49117008,2023-06-12,2023-06-13,,2024-06-12,113,4,1000,IA,"30,000","500,000",pet
LP70774750,LU13757904,2023-04-19,2023-05-04,2023-12-25,2024-04-19,269,5,250,MT,"40,000","1,500,000",car
LP34708561,LU33951786,2024-08-14,2024-08-22,,2025-08-14,84,,1000,OH,"20,000","500,000",car
LP56413449,LU24194647,2023-04-11,2023-04-18,2024-03-13,2024-04-11,70,5,250,GA,"40,000","500,000",car
LP57737371,LU99971288,2023-12-30,2024-01-14,,2024-12-30,212,3,1000,CA,"30,000","500,000",renters
LP27910463,LU52382200,2022-03-09,2022-03-09,,2023-03-08,137,4,500,MT,"30,000","100,000",pet
LP01641195,LU80952379,2023-06-28,2023-07-10,,2024-06-28,315,1,1000,SD,"10,000","500,000",pet
LP08868524,LU95084422,2024-08-10,2024-08-24,,2025-08-10,238,5,1000,NE,"20,000","1,500,000",pet
LP03685208,LU29082753,2022-11-19,2022-11-23,2023-03-31,2023-11-18,141,5,1000,NM,"30,000","250,000",pet
LP46372879,LU06263791,2023-07-31,2023-08-01,2023-10-05,2024-07-31,314,,1000,RI,"20,000","1,500,000",home
LP32283088,LU28626408,2023-01-27,2023-02-06,2023-07-29,2024-01-26,293,4,500,MO,"20,000","250,000",pet
LP38321025,LU15036289,2023-08-20,2023-08-24,2023-11-04,2024-08-20,288,1,500,VA,"10,000","500,000",home
LP06305095,LU94257507,2022-01-27,2022-02-01,,2023-01-27,220,3,250,ME,"10,000","200,000",renters
LP95947135,LU63834509,2024-06-19,2024-06-25,,2025-06-19,341,5,500,CA,"40,000","100,000",renters
LP82048574,LU08118640,2022-10-05,2022-10-10,2023-06-18,2023-10-04,150,4,500,UT,"40,000","500,000",pet
LP12494473,LU20137700,2022-03-08,2022-03-12,,2023-03-07,206,5,500,MA,"20,000","1,500,000",car
LP38588473,LU12509535,2024-09-01,2024-09-16,,2025-09-01,182,1,500,MA,"20,000","1,500,000",renters
LP95473610,LU89258289,2024-12-05,2024-12-12,2025-09-30,2025-12-05,108,,1000,RI,"10,000","200,000",renters
LP75175596,LU45639695,2023-01-04,2023-01-13,,2024-01-03,236,5,1000,NJ,"20,000","200,000",car
LP95418455,LU21060753,2023-02-13,2023-02-21,2024-01-17,2024-02-12,167,2,1000,TX,"10,000","200,000",pet
LP29870367,LU45681193,2023-03-14,2023-03-28,2023-07-22,2024-03-14,67,5,250,CO,"40,000","100,000",pet
LP73637514,LU77596094,2024-06-12,2024-06-16,,2025-06-12,143,4,500,GA,"10,000","500,000",home
LP20262347,LU94943732,2022-06-01,2022-06-07,2023-03-19,2023-05-31,169,2,1000,LA,"10,000","1,500,000",home
LP13090229,LU78678484,2024-09-21,2024-09-29,,2025-09-21,318,5,1000,AZ,"20,000","100,000",car
LP44761008,LU39825966,2022-09-01,2022-09-15,,2023-08-31,168,5,1000,WI,"10,000","1,500,000",home
LP18633119,LU90069890,2022-03-12,2022-03-21,2023-02-25,2023-03-11,356,1,500,OR,"40,000","1,500,000",car
LP52494529,LU78578163,2022-01-14,2022-01-17,,2023-01-14,222,3,500,KY,"30,000","1,500,000",home
LP73310617,LU86811416,2024-12-16,2024-12-28,,2025-12-16,349,5,250,CT,"30,000","200,000",home
LP74505371,LU37040071,2024-10-13,2024-10-23,,2025-10-13,229,2,500,ME,"20,000","200,000",pet
LP54434375,LU22758477,2022-06-24,2022-06-28,,2023-06-23,321,4,250,MA,"20,000","500,000",pet
LP19713544,LU99434098,2023-09-14,2023-09-17,2024-07-14,2024-09-14,234,5,500,ND,"20,000","250,000",renters
LP68641932,LU52007302,2022-11-13,2022-11-16,2023-08-11,2023-11-12,216,,500,MS,"40,000","1,500,000",renters
LP96993841,LU70776613,2023-12-28,2023-12-31,2024-03-04,2024-12-28,288,3,1000,MN,"20,000","1,500,000",pet
LP56671445,LU40265544,2024-08-17,2024-09-01,2025-07-14,2025-08-17,346,5,250,ND,"10,000","500,000",pet
LP52259191,LU43964936,2023-01-28,2023-02-06,,2024-01-27,122,1,250,DE,"10,000","100,000",home
LP48448648,LU41689373,2022-02-17,2022-02-18,,2023-02-17,101,3,1000,MD,"20,000","500,000",home
LP08665099,LU59456533,2023-12-23,2024-01-01,,2024-12-23,197,5,250,WA,"20,000","200,000",home
LP04312877,LU38432445,2023-05-06,2023-05-10,2023-10-11,2024-05-06,154,5,250,CT,"40,000","1,500,000",car
LP11461036,LU84329214,2022-12-23,2022-12-24,2023-10-23,2023-12-22,197,2,1000,ME,"10,000","100,000",pet
LP62282725,LU69618172,2023-11-20,2023-11-21,,2024-11-20,166,1,250,WI,"40,000","200,000",car
LP99572998,LU51250554,2024-11-30,2024-11-30,2025-06-07,2025-11-30,95,3,500,IL,"20,000","500,000",home
LP53656223,LU35588052,2024-08-27,2024-09-06,,2025-08-27,331,5,1000,MI,"30,000","100,000",car
LP03933425,LU94044989,2022-08-14,2022-08-18,,2023-08-13,323,4,250,AK,"40,000","100,000",pet
LP26565066,LU84143327,2024-06-04,2024-06-10,,2025-06-04,112,2,250,AK,"10,000","1,500,000",home
LP51518358,LU34973653,2022-07-23,2022-08-07,2022-10-20,2023-07-22,192,,500,OH,"40,000","500,000",car
LP02349988,LU88655870,2024-03-27,2024-04-04,2024-12-11,2025-03-27,131,,250,NY,"10,000","250,000",pet
LP86890911,LU12162401,2022-11-10,2022-11-18,,2023-11-09,205,5,500,SD,"40,000","500,000",renters
LP81468131,LU64714400,2024-07-14,2024-07-15,2025-03-11,2025-07-14,211,4,1000,OR,"10,000","200,000",renters
LP73332406,LU07218009,2024-07-04,2024-07-16,,2025-07-04,186,2,500,KS,"20,000","1,500,000",car
LP38480610,LU84627732,2023-01-20,2023-01-29,,2024-01-19,60,2,250,WV,"40,000","500,000",car
LP84249997,LU69738038,2022-04-07,2022-04-19,,2023-04-06,185,1,500,SD,"10,000","100,000",home
LP27008082,LU46546441,2023-06-13,2023-06-26,,2024-06-13,296,1,250,NH,"10,000","500,000",car
LP53658232,LU77939070,2022-12-01,2022-12-01,,2023-11-30,92,3,1000,NE,"40,000","250,000",pet
LP16152150,LU64517069,2022-02-27,2022-03-10,,2023-02-27,73,4,1000,AR,"20,000","500,000",home
LP49210257,LU97858555,2022-11-18,2022-11-28,2023-03-31,2023-11-17,91,5,250,OR,"30,000","1,500,000",renters
LP12640014,LU39586482,2024-01-28,2024-02-09,2024-02-12,2025-01-28,151,,500,OR,"20,000","200,000",pet
LP15008514,LU19251671,2023-04-10,2023-04-18,,2024-04-10,119,1,500,WV,"40,000","100,000",renters
LP88217175,LU36786855,2024-06-30,2024-07-13,2024-08-29,2025-06-30,238,2,1000,IL,"20,000","100,000",pet
LP08975870,LU26405568,2022-01-31,2022-02-03,,2023-01-31,329,3,500,AK,"30,000","1,500,000",renters
LP38942120,LU73577016,2023-01-26,2023-02-05,2023-08-06,2024-01-25,74,,250,ME,"30,000","1,500,000",renters
LP70659727,LU41180747,2025-01-01,2025-01-10,2025-05-26,2026-01-01,124,4,500,AK,"40,000","1,500,000",home
LP94031195,LU95893116,2022-10-04,2022-10-10,,2023-10-03,185,2,500,NH,"30,000","200,000",pet
LP20800789,LU53150853,2023-11-12,2023-11-15,,2024-11-12,127,,250,NC,"20,000","250,000",pet
LP17117881,LU59561720,2022-09-30,2022-10-03,,2023-09-29,253,,1000,CO,"30,000","200,000",car
LP51791085,LU96545084,2022-11-03,2022-11-11,2022-12-13,2023-11-02,98,4,250,LA,"30,000","250,000",pet
LP28908137,LU55110853,2023-03-08,2023-03-21,,2024-03-08,357,4,250,AZ,"20,000","500,000",car
LP57710555,LU82588695,2024-09-01,2024-09-12,,2025-09-01,208,,250,ID,"10,000","100,000",home
LP30221156,LU30763251,2024-07-19,2024-08-02,2024-08-23,2025-07-19,343,3,1000,NY,"40,000","500,000",car
LP50569005,LU79695592,2023-02-26,2023-03-04,,2024-02-25,189,,1000,AR,"40,000","500,000",car
LP98274823,LU42029418,2022-02-01,2022-02-06,2022-10-26,2023-02-01,300,5,500,MT,"40,000","500,000",pet
LP59409752,LU05325830,2023-02-03,2023-02-09,2023-07-26,2024-02-02,153,3,1000,RI,"40,000","200,000",pet
LP28378842,LU70941743,2024-11-03,2024-11-14,2025-07-26,2025-11-03,239,,1000,DE,"30,000","500,000",pet
LP83734121,LU68360091,2023-01-02,2023-01-08,2023-07-27,2024-01-01,348,4,250,GA,"20,000","250,000",renters
LP94591944,LU14999622,2022-08-08,2022-08-17,,2023-08-07,242,3,500,FL,"30,000","1,500,000",renters
LP02200286,LU60936024,2022-04-17,2022-04-22,2022-07-16,2023-04-16,75,5,1000,OH,"40,000","200,000",car
LP95026561,LU66793140,2023-07-22,2023-08-03,2024-02-05,2024-07-22,273,3,1000,OR,"20,000","500,000",car
LP62166120,LU99650639,2024-03-28,2024-03-30,2024-05-20,2025-03-28,61,4,1000,CT,"40,000","500,000",home
LP19266121,LU20953720,2022-03-29,2022-04-07,2022-11-25,2023-03-28,223,5,1000,VA,"40,000","100,000",home
LP36367607,LU10640043,2023-04-13,2023-04-27,2023-06-01,2024-04-13,319,1,1000,SC,"10,000","1,500,000",pet
LP01520612,LU88515711,2023-03-13,2023-03-25,,2024-03-13,240,1,1000,MD,"30,000","500,000",pet
LP87346313,LU28632658,2022-09-07,2022-09-09,,2023-09-06,85,5,500,RI,"10,000","500,000",car
LP46540769,LU67111606,2024-07-11,2024-07-19,,2025-07-11,281,3,250,WI,"20,000","100,000",pet
LP69633387,LU61969228,2023-07-02,2023-07-11,,2024-07-02,315,2,250,AR,"20,000","100,000",pet
LP15011962,LU18833912,2024-04-08,2024-04-16,2024-04-17,2025-04-08,121,3,500,CT,"20,000","500,000",home
LP97327648,LU52198214,2022-10-05,2022-10-18,2023-01-24,2023-10-04,119,,500,IL,"30,000","500,000",car
LP19260888,LU41791836,2023-06-28,2023-07-02,,2024-06-28,269,4,1000,GA,"40,000","200,000",car
LP22924407,LU35360613,2024-02-12,2024-02-20,,2025-02-12,169,4,1000,AZ,"10,000","500,000",pet
LP42458862,LU25797371,2024-05-27,2024-06-03,2024-07-10,2025-05-27,181,3,250,NE,"10,000","250,000",renters
LP43180181,LU71054587,2024-04-22,2024-05-05,,2025-04-22,244,1,1000,FL,"10,000","100,000",renters
LP35883643,LU71567653,2023-02-19,2023-03-02,,2024-02-18,243,1,500,NH,"20,000","200,000",home
LP30938181,LU90970912,2022-05-28,2022-05-28,,2023-05-27,103,2,500,NV,"10,000","200,000",home
LP69580358,LU10296048,2024-10-08,2024-10-18,,2025-10-08,231,1,1000,HI,"20,000","1,500,000",renters
LP54762457,LU11108700,2023-12-27,2024-01-01,2024-02-14,2024-12-27,211,4,1000,CA,"20,000","1,500,000",home
LP04687895,LU44140966,2022-04-25,2022-04-27,2022-06-02,2023-04-24,236,1,250,SC,"30,000","250,000",car
LP11423281,LU48291470,2023-04-30,2023-05-10,,2024-04-30,157,4,1000,PA,"30,000","1,500,000",home
LP93511559,LU62302176,2022-08-13,2022-08-24,,2023-08-12,136,4,500,NV,"10,000","1,500,000",pet
LP49577568,LU08995864,2022-06-07,2022-06-14,,2023-06-06,284,5,250,OK,"20,000","100,000",car
LP12442660,LU22570619,2023-09-05,2023-09-09,2024-08-18,2024-09-05,178,5,1000,WI,"30,000","100,000",car
LP33784611,LU91135869,2024-05-28,2024-06-11,2024-10-28,2025-05-28,360,2,1000,TX,"10,000","200,000",renters
LP33724136,LU99561838,2023-10-09,2023-10-09,,2024-10-09,326,5,500,IL,"40,000","100,000",car
LP09750889,LU06227088,2023-08-28,2023-09-03,,2024-08-28,190,5,500,VT,"10,000","500,000",renters
LP53632494,LU10712968,2023-04-29,2023-05-14,2023-10-16,2024-04-29,115,5,500,OR,"30,000","100,000",car
LP68914562,LU75233998,2024-03-31,2024-04-12,2024-12-26,2025-03-31,72,1,250,IN,"40,000","250,000",home
LP34275138,LU74105629,2022-07-26,2022-07-30,,2023-07-25,189,1,250,WA,"10,000","500,000",renters
LP01559250,LU54346814,2023-07-25,2023-08-07,2023-10-02,2024-07-25,136,2,250,VT,"40,000","250,000",pet
LP70639517,LU42163469,2024-08-15,2024-08-30,,2025-08-15,303,3,1000,CO,"30,000","500,000",pet
LP02593405,LU26045613,2023-04-21,2023-04-29,2024-02-03,2024-04-21,173,4,250,KY,"30,000","1,500,000",renters
LP30502765,LU74477695,2022-05-26,2022-06-01,,2023-05-25,143,3,250,RI,"10,000","1,500,000",home
LP15804457,LU53273099,2022-10-02,2022-10-04,,2023-10-01,300,4,500,IL,"20,000","500,000",car
LP47383637,LU65402631,2024-03-05,2024-03-09,,2025-03-05,115,4,250,CO,"20,000","1,500,000",car
LP98740920,LU27663614,2022-05-08,2022-05-17,,2023-05-07,235,2,250,SD,"10,000","1,500,000",car
LP45882453,LU63121186,2022-06-01,2022-06-04,,2023-05-31,313,2,1000,AZ,"10,000","1,500,000",car
LP84825230,LU40206025,2024-03-04,2024-03-09,,2025-03-04,135,1,500,KY,"30,000","1,500,000",home
LP96343108,LU42197583,2024-03-26,2024-04-10,2025-03-25,2025-03-26,96,5,500,IA,"20,000","500,000",pet
LP61486453,LU07141818,2022-01-03,2022-01-04,2022-04-26,2023-01-03,268,3,500,WY,"10,000","1,500,000",pet
LP64187101,LU45245277,2024-06-13,2024-06-14,2024-10-11,2025-06-13,193,,250,MN,"20,000","1,500,000",renters
LP73487425,LU52015419,2022-06-15,2022-06-15,,2023-06-14,195,3,500,UT,"10,000","100,000",pet
LP40244423,LU71266177,2024-09-01,2024-09-09,,2025-09-01,91,,250,WV,"20,000","1,500,000",car
LP11364903,LU57470939,2022-12-24,2022-12-29,,2023-12-23,228,,1000,SD,"10,000","200,000",home
LP92745132,LU36118273,2022-10-23,2022-10-29,,2023-10-22,73,2,1000,MI,"20,000","100,000",car
LP66871146,LU84442688,2024-03-15,2024-03-26,2024-11-06,2025-03-15,316,,1000,NM,"10,000","200,000",car
LP13429744,LU46811452,2024-05-20,2024-05-28,,2025-05-20,357,,250,KS,"30,000","1,500,000",pet
LP29045713,LU81939262,2022-04-03,2022-04-15,2022-05-26,2023-04-02,201,2,500,NC,"30,000","200,000",renters
LP36827348,LU86500350,2023-05-25,2023-05-31,2023-08-31,2024-05-25,202,4,1000,OK,"20,000","250,000",car
LP32161729,LU49688356,2022-02-15,2022-02-27,2022-06-11,2023-02-15,221,2,1000,NM,"30,000","200,000",pet
LP79469454,LU13405857,2023-05-11,2023-05-11,,2024-05-11,312,,250,SD,"10,000","1,500,000",pet
LP20601693,LU69395650,2024-12-23,2024-12-26,2025-02-02,2025-12-23,231,4,1000,WV,"20,000","1,500,000",car
LP08150222,LU71876695,2022-08-25,2022-08-31,,2023-08-24,335,5,250,NC,"30,000","100,000",car
LP28851960,LU32093550,2023-03-17,2023-03-31,2023-10-24,2024-03-17,150,4,500,DE,"10,000","100,000",home
LP07260920,LU02695047,2024-06-16,2024-06-23,2025-03-20,2025-06-16,89,1,1000,UT,"10,000","1,500,000",pet
LP65242802,LU09454288,2022-12-20,2022-12-30,2023-11-07,2023-12-19,299,,500,ND,"40,000","250,000",home
LP67602052,LU98509446,2023-04-13,2023-04-15,2023-04-20,2024-04-13,149,1,1000,CT,"10,000","500,000",pet
LP07213808,LU33617156,2024-05-15,2024-05-29,2024-06-10,2025-05-15,307,4,500,CO,"30,000","1,500,000",pet
LP22789715,LU04588477,2023-03-26,2023-04-04,,2024-03-26,291,4,250,OH,"20,000","500,000",home
LP31545781,LU20246500,2023-12-12,2023-12-24,,2024-12-12,311,3,1000,GA,"30,000","100,000",pet
LP12008283,LU13156292,2024-12-17,2024-12-24,2025-08-13,2025-12-17,261,3,250,OK,"10,000","200,000",pet
LP33905633,LU54376431,2024-06-21,2024-06-29,,2025-06-21,202,5,250,IL,"30,000","1,500,000",pet
LP20873478,LU44911440,2023-12-06,2023-12-17,,2024-12-06,78,1,250,WY,"10,000","500,000",home
LP33498297,LU41163625,2023-12-08,2023-12-10,2024-10-12,2024-12-08,258,3,1000,NY,"20,000","200,000",pet
LP48034621,LU45052133,2024-11-30,2024-12-03,2025-07-26,2025-11-30,66,,1000,HI,"10,000","250,000",car
LP91150612,LU50441581,2023-01-08,2023-01-17,2023-07-14,2024-01-07,66,2,500,OR,"20,000","100,000",pet
LP47478972,LU14448474,2023-01-18,2023-01-27,2023-12-12,2024-01-17,281,2,250,WV,"40,000","500,000",renters
LP35090734,LU81374847,2023-02-12,2023-02-21,,2024-02-11,130,5,500,OR,"20,000","500,000",pet
LP94976830,LU45038328,2023-10-06,2023-10-19,,2024-10-06,288,2,500,TN,"10,000","1,500,000",home
LP88071022,LU21016263,2023-10-14,2023-10-25,2023-12-05,2024-10-14,290,3,1000,LA,"40,000","500,000",pet
LP30546595,LU92965442,2024-09-25,2024-10-07,2025-07-20,2025-09-25,250,1,1000,TN,"40,000","250,000",pet
LP84309893,LU37568731,2022-07-21,2022-08-03,,2023-07-20,143,5,250,LA,"30,000","500,000",car
LP31675677,LU55350563,2024-11-01,2024-11-11,2025-10-14,2025-11-01,308,,250,MA,"30,000","250,000",home
LP79394313,LU48293949,2024-10-14,2024-10-29,,2025-10-14,135,,250,MN,"20,000","1,500,000",home
LP07783137,LU92730969,2023-10-27,2023-11-11,,2024-10-27,320,5,250,ID,"10,000","1,500,000",pet
LP88541502,LU06320020,2023-08-08,2023-08-13,2024-05-03,2024-08-08,98,5,500,AR,"30,000","1,500,000",home
LP23364096,LU44199883,2023-07-04,2023-07-04,,2024-07-04,220,3,250,NC,"20,000","500,000",home
LP50664875,LU49184578,2023-11-05,2023-11-12,2024-06-22,2024-11-05,239,5,500,IA,"10,000","500,000",renters
LP03219538,LU08549649,2024-09-15,2024-09-26,2025-09-14,2025-09-15,343,2,1000,WY,"10,000","250,000",renters
LP02903254,LU42469950,2023-11-28,2023-12-11,,2024-11-28,226,1,1000,MT,"30,000","500,000",car
LP77403191,LU98027612,2024-10-03,2024-10-12,2025-01-03,2025-10-03,223,5,1000,MD,"40,000","500,000",home
LP62976914,LU76448535,2024-12-27,2024-12-27,2025-09-21,2025-12-27,204,3,250,OK,"20,000","250,000",pet
LP95291257,LU60595242,2022-06-11,2022-06-16,,2023-06-10,356,5,250,ID,"30,000","200,000",pet
LP71574973,LU81358566,2024-04-10,2024-04-19,,2025-04-10,209,,500,NJ,"20,000","200,000",home
LP25211009,LU63922559,2024-08-01,2024-08-02,,2025-08-01,253,2,250,OH,"40,000","200,000",renters
LP82124651,LU02647493,2022-01-10,2022-01-15,2023-01-04,2023-01-10,346,2,250,DE,"20,000","1,500,000",pet
LP53955713,LU87777422,2022-10-14,2022-10-14,,2023-10-13,257,1,500,NE,"40,000","500,000",pet
LP07560290,LU86387212,2022-07-16,2022-07-28,,2023-07-15,344,5,1000,PA,"30,000","500,000",home
LP88936098,LU47198866,2024-02-25,2024-03-01,2024-10-13,2025-02-25,335,3,500,VA,"20,000","200,000",car
LP24527945,LU78289970,2023-06-20,2023-06-29,,2024-06-20,97,4,1000,NM,"40,000","1,500,000",home
LP75358477,LU40970411,2024-07-04,2024-07-18,,2025-07-04,157,2,1000,NY,"40,000","100,000",home
LP82204773,LU01433141,2024-12-28,2025-01-04,,2025-12-28,344,,500,KS,"20,000","500,000",home
LP13480572,LU97842198,2022-11-23,2022-11-29,2023-09-29,2023-11-22,163,4,250,AK,"40,000","500,000",pet
LP70902628,LU32660784,2023-04-08,2023-04-16,,2024-04-08,174,4,1000,ND,"30,000","250,000",car
LP18303868,LU57787062,2023-10-29,2023-11-04,,2024-10-29,105,1,1000,PA,"10,000","250,000",home
LP44411653,LU28807590,2023-11-01,2023-11-12,2024-06-29,2024-11-01,194,,1000,HI,"40,000","200,000",home
LP78133250,LU10229184,2022-10-17,2022-10-23,2023-04-19,2023-10-16,70,1,1000,IA,"30,000","1,500,000",pet
LP60407890,LU07790629,2023-05-03,2023-05-08,2024-04-13,2024-05-03,189,1,1000,VT,"30,000","250,000",pet
LP18577581,LU70618666,2023-09-11,2023-09-13,,2024-09-11,289,2,1000,OH,"30,000","250,000",car
LP50571850,LU07216687,2024-08-04,2024-08-11,2024-12-29,2025-08-04,297,3,250,LA,"20,000","250,000",pet
LP64137963,LU74478091,2023-06-09,2023-06-16,,2024-06-09,197,,1000,IN,"30,000","250,000",home
LP93942797,LU11304292,2024-05-15,2024-05-26,2025-03-18,2025-05-15,205,1,250,FL,"10,000","500,000",pet
LP25889176,LU26084012,2024-09-03,2024-09-05,,2025-09-03,143,,1000,AK,"20,000","200,000",car
LP57578180,LU19177385,2023-03-07,2023-03-12,,2024-03-07,162,5,500,LA,"10,000","200,000",renters
LP59367970,LU22756028,2024-03-22,2024-03-31,2024-12-03,2025-03-22,74,1,250,ID,"40,000","100,000",renters
LP05564942,LU27429584,2024-09-07,2024-09-17,2025-03-14,2025-09-07,279,3,1000,CO,"20,000","1,500,000",pet
LP59602543,LU12904136,2022-06-04,2022-06-10,2022-08-02,2023-06-03,103,3,1000,WA,"40,000","1,500,000",car
LP92761902,LU03320513,2023-02-09,2023-02-11,2023-09-20,2024-02-08,185,,250,CA,"20,000","250,000",renters
LP99797181,LU88412823,2023-08-16,2023-08-22,,2024-08-16,66,5,250,CT,"30,000","250,000",pet
LP70671657,LU08297493,2024-01-07,2024-01-19,2024-03-25,2025-01-07,151,3,1000,NM,"30,000","100,000",home
LP21520766,LU69412449,2022-08-25,2022-09-01,2023-05-09,2023-08-24,305,4,250,MD,"30,000","500,000",home
LP27599686,LU29594972,2023-04-12,2023-04-13,,2024-04-12,177,2,500,KS,"30,000","1,500,000",pet
LP83314316,LU50389406,2022-01-08,2022-01-13,2022-09-12,2023-01-08,122,3,250,LA,"20,000","1,500,000",pet
LP95514040,LU13701510,2022-08-25,2022-08-26,2023-07-06,2023-08-24,169,5,250,VA,"20,000","200,000",pet
LP25466267,LU80892787,2022-08-26,2022-08-27,2023-03-12,2023-08-25,251,4,250,MO,"40,000","200,000",pet
LP59471178,LU86642198,2024-04-01,2024-04-11,2024-05-26,2025-04-01,137,,500,NJ,"30,000","500,000",car
LP08375478,LU80096300,2022-11-28,2022-12-08,2023-10-21,2023-11-27,202,3,1000,OK,"30,000","200,000",home
LP30992042,LU65885066,2023-12-02,2023-12-06,2024-07-26,2024-12-02,260,4,500,ME,"10,000","1,500,000",pet
LP58166381,LU04544215,2023-07-14,2023-07-16,2024-03-14,2024-07-14,191,2,250,CO,"30,000","250,000",pet
LP63926022,LU71460682,2024-06-30,2024-06-30,2024-08-04,2025-06-30,330,2,250,AK,"40,000","200,000",home
LP35716815,LU25243388,2023-01-19,2023-01-30,,2024-01-18,184,3,250,IL,"10,000","250,000",renters
LP37542235,LU87858511,2022-04-14,2022-04-15,2022-10-05,2023-04-13,352,1,500,AR,"20,000","500,000",pet
LP86189577,LU16817989,2022-09-01,2022-09-07,,2023-08-31,128,5,250,CT,"30,000","1,500,000",home
LP15719262,LU14162951,2024-01-22,2024-01-22,,2025-01-22,123,,250,WV,"30,000","250,000",pet
LP46558817,LU41335545,2023-04-01,2023-04-08,,2024-04-01,255,4,250,OK,"10,000","1,500,000",pet
LP97266090,LU54691941,2023-03-27,2023-04-05,2023-05-09,2024-03-27,100,3,1000,NH,"40,000","1,500,000",car
LP03724951,LU31051077,2023-05-25,2023-05-30,2024-04-01,2024-05-25,106,1,500,MD,"10,000","100,000",renters
LP66416448,LU06369342,2023-08-29,2023-09-09,,2024-08-29,308,1,500,CA,"30,000","250,000",home
LP03597819,LU20151815,2022-12-01,2022-12-07,2023-04-02,2023-11-30,293,2,500,MN,"10,000","250,000",pet
LP81078202,LU85696906,2022-10-13,2022-10-17,,2023-10-12,163,3,250,NY,"10,000","100,000",car
LP67229256,LU24079234,2024-11-12,2024-11-23,2025-11-04,2025-11-12,144,,250,MO,"30,000","100,000",pet
LP60223061,LU40793271,2022-02-17,2022-02-28,2022-09-09,2023-02-17,75,2,1000,ID,"40,000","500,000",car
LP47964396,LU90302211,2022-06-01,2022-06-13,,2023-05-31,104,2,500,IA,"20,000","500,000",pet
LP94323661,LU77673331,2022-07-31,2022-08-15,,2023-07-30,132,4,250,NM,"40,000","250,000",renters
LP12544090,LU71454104,2023-10-08,2023-10-12,2023-11-15,2024-10-08,307,3,1000,NJ,"20,000","100,000",car
LP03757726,LU57990489,2024-04-13,2024-04-23,,2025-04-13,79,1,1000,UT,"20,000","100,000",car
LP35868721,LU64930936,2022-07-17,2022-08-01,2023-03-16,2023-07-16,354,4,1000,SC,"40,000","200,000",car
LP63901075,LU56734852,2024-06-10,2024-06-20,2025-02-18,2025-06-10,270,3,1000,NJ,"10,000","100,000",renters
LP41840206,LU21159367,2024-05-25,2024-05-29,2025-02-03,2025-05-25,148,2,250,MS,"40,000","500,000",renters
LP33901525,LU34887649,2024-02-06,2024-02-20,,2025-02-06,66,,1000,IN,"10,000","100,000",car
LP80313805,LU82931640,2022-10-10,2022-10-10,,2023-10-09,329,3,500,AR,"20,000","100,000",home
LP32153174,LU56604007,2022-09-27,2022-10-02,2023-03-11,2023-09-26,94,3,500,VT,"10,000","100,000",home
LP50466162,LU76814184,2022-06-29,2022-07-01,2023-01-28,2023-06-28,143,4,250,MT,"30,000","250,000",car
LP30560213,LU19521863,2023-10-05,2023-10-17,2023-11-04,2024-10-05,174,2,1000,KS,"40,000","250,000",renters
LP67115956,LU80590532,2022-01-27,2022-02-06,,2023-01-27,341,3,500,IA,"40,000","250,000",renters
LP79370393,LU50406709,2023-02-14,2023-02-24,,2024-02-13,142,2,500,MA,"10,000","250,000",car
LP70475080,LU28621154,2023-05-17,2023-05-25,2023-10-19,2024-05-17,345,4,500,ND,"20,000","100,000",pet
LP58019986,LU96709931,2024-04-27,2024-05-07,,2025-04-27,103,2,250,CA,"30,000","100,000",car
LP93331271,LU21032262,2022-03-05,2022-03-09,,2023-03-04,252,5,250,MI,"10,000","1,500,000",car
LP74669266,LU40054094,2023-11-22,2023-11-27,,2024-11-22,113,5,250,PA,"10,000","200,000",renters
LP72767109,LU16411283,2024-09-24,2024-10-02,,2025-09-24,285,1,500,FL,"20,000","1,500,000",home
LP38855326,LU41023762,2024-04-15,2024-04-18,,2025-04-15,281,3,250,RI,"30,000","100,000",renters
LP93994593,LU02497194,2024-10-13,2024-10-28,,2025-10-13,123,2,1000,OK,"10,000","500,000",renters
LP48921032,LU43140790,2022-08-11,2022-08-12,2023-06-20,2023-08-10,356,5,500,KY,"10,000","200,000",home
LP22571475,LU62701032,2024-11-11,2024-11-12,2025-02-26,2025-11-11,174,4,500,VT,"20,000","250,000",car
LP72941069,LU71249948,2023-12-03,2023-12-12,,2024-12-03,75,5,250,AR,"20,000","500,000",renters
LP72185536,LU31075871,2023-01-23,2023-01-28,,2024-01-22,191,1,250,MA,"10,000","250,000",car
LP68893690,LU27272181,2024-03-25,2024-04-03,2024-12-09,2025-03-25,220,3,500,ID,"30,000","200,000",home
LP25552779,LU25434021,2022-01-02,2022-01-04,,2023-01-02,291,,1000,HI,"30,000","500,000",pet
LP91493963,LU71815785,2024-04-05,2024-04-06,,2025-04-05,236,,500,MI,"40,000","200,000",pet
LP93077496,LU80291063,2022-08-31,2022-09-10,,2023-08-30,167,1,250,IA,"20,000","200,000",pet
